;Rg;An;E;Tleaf;irr;psi_soil;psi_collar;psi_leaf;theta_soil
1990-07-06 00:00:00;0.016080609801089548;-1.8861305194079074;10.449958289432658;15.826485337174665;0.0;-0.6;-0.6019555907347724;-0.618753055832169;0.1680192138953549
1990-07-06 01:00:00;0.016080609801089548;-1.9016613109710545;9.650840938733952;15.961534479568018;0.0;-0.600037329108639;-0.6019266609138134;-0.618512755832215;0.1680178085754515
1990-07-06 02:00:00;0.016080609801089548;-1.9016613111033975;9.6508406468893;15.961534480121752;0.0;-0.6000718063238529;-0.6019612497809319;-0.6185473751052137;0.1680165107215622
1990-07-06 03:00:00;0.016080609801089548;-1.9016613112356533;9.650840354993596;15.961534480675805;0.0;-0.6001062861269038;-0.6019958412553065;-0.6185819969877501;0.16801521286769805
1990-07-06 04:00:00;0.016080609801089548;-1.9016613113680316;9.650840063049912;15.961534481230235;0.0;-0.6001407685180318;-0.602030435337181;-0.6186166214800679;0.16801391501385904
1990-07-06 05:00:00;0.016080609801089548;-1.9016613115003964;9.650839771056225;15.961534481784494;0.0;-0.6001752534974765;-0.6020650320268002;-0.6186512485824114;0.16801261716004523
1990-07-06 06:00:00;0.016080609801089548;-1.9016613116328291;9.650839479013923;15.961534482338823;0.0;-0.6002097410654795;-0.6020996313244071;-0.6186858782950255;0.16801131930625654
1990-07-06 07:00:00;266.5390377047645;49.47494668343144;335.330225147519;22.899131944239976;0.0;-0.60024423122228;-0.6294097858403068;-0.7460677349886501;0.16801002145249305
1990-07-06 08:00:00;326.72796554166547;56.31066548457386;485.363739215876;25.548270399340744;0.0;-0.6014442441011375;-0.6434772957157754;-0.8088946368947545;0.16796492592685486
1990-07-06 09:00:00;308.0602284925923;52.710333724585155;563.0769577641853;27.894924219704443;0.0;-0.6031867261981386;-0.652175506994878;-0.8428120122339536;0.1678996537223547
1990-07-06 10:00:00;275.4229500235335;48.789480304087135;624.4178967541966;29.975804992260436;0.0;-0.6052164787246718;-0.6599188227257811;-0.8687785160838467;0.1678239305215013
1990-07-06 11:00:00;245.97743607526996;45.68952837968729;674.2247477087308;31.76284560828597;0.0;-0.6074778006719846;-0.6670349852095933;-0.8930420116697181;0.16773995806890163
1990-07-06 12:00:00;219.07641427826903;42.86899247609083;709.7008813061232;33.17687443927009;0.0;-0.6099319120729532;-0.6732101809492854;-0.9137091360953792;0.16764928746698354
1990-07-06 13:00:00;203.28775498498044;40.702790508099994;735.7805340578478;34.25581823007647;0.0;-0.6125291694649061;-0.6787930573914354;-0.9244781473275585;0.16755384591633715
1990-07-06 14:00:00;207.452163887496;41.03148447665109;771.7114680232925;34.96499046760628;0.0;-0.6152371512471104;-0.6854672479073692;-0.9460539842380581;0.16745489705924704
1990-07-06 15:00:00;213.01623972867722;41.83323955866588;791.3067395014859;35.2131820129303;0.0;-0.6180942100260404;-0.6909116844698971;-0.9552523215564148;0.16735111607099476
1990-07-06 16:00:00;211.21101344630733;41.98137024429843;781.0635615020071;34.99230454718984;0.0;-0.6210418482240198;-0.6937465460217793;-0.9545933411398412;0.1672446997885031
1990-07-06 17:00:00;203.90905915281445;41.8922315381057;752.1968084357499;34.472039236100144;0.0;-0.6239693730035651;-0.6947902875295079;-0.948064274932126;0.16713966093625593
1990-07-06 18:00:00;183.0822734841282;40.19017545102254;685.8174387968311;33.56633543489794;0.0;-0.6268057735150567;-0.6921087976182705;-0.9262000979041523;0.16703850405363585
1990-07-06 19:00:00;125.35712625173977;30.829604770118387;530.8875881099021;32.26683904112363;0.0;-0.6294065733544222;-0.6805722067079464;-0.8649368275164496;0.16694627392563022
1990-07-06 20:00:00;10.771057462897685;-0.7565139900328632;135.0702697245644;30.735636888941656;0.0;-0.6314295310516925;-0.6452683137048609;-0.7006574081434935;0.1668748790333131
1990-07-06 21:00:00;0.016080609801089548;-1.9016614385703754;9.650559489357873;15.961535014114048;0.0;-0.6319455747091831;-0.6339430246822674;-0.6505572595891126;0.1668567144896005
1990-07-06 22:00:00;0.016080609801089548;-1.901661438723652;9.650559151323078;15.96153501475642;0.0;-0.6319824663173105;-0.6339800469136484;-0.6505943143552546;0.16685541666126555
1990-07-06 23:00:00;0.016080609801089548;-1.901661438876891;9.650558813233816;15.961535015398898;0.0;-0.6320193607390959;-0.6340170719818004;-0.6506313719606496;0.16685411883296264
1990-07-07 00:00:00;0.016080609801089548;-1.901661438876891;9.650558813233816;15.961535015398898;0.0;-0.6320193607390959;-0.6340170719818004;-0.6506313719606496;0.16685411883296264
1990-07-07 01:00:00;0.016080609801089548;-1.9266625343989892;10.646956917969284;16.155255057421414;0.0;-0.6320562579748035;-0.6341481805655951;-0.6510293980502982;0.1668528210046918
1990-07-07 02:00:00;0.016080609801089548;-1.9266625345842257;10.646956502297677;16.15525505788365;0.0;-0.6320969680321638;-0.634189049666698;-0.6510703068229058;0.16685138917860753
1990-07-07 03:00:00;0.016080609801089548;-1.9266625347694686;10.646956086552848;16.15525505834651;0.0;-0.6321376815151679;-0.6342299222244953;-0.6511112190555475;0.16684995735256292
1990-07-07 04:00:00;0.016080609801089548;-1.9266625349547986;10.646955670736315;16.155255058808958;0.0;-0.6321783984241728;-0.6342707982393501;-0.6511521347485872;0.16684852552655788
1990-07-07 05:00:00;0.016080609801089548;-1.926662535140121;10.646955254846391;16.15525505927172;0.0;-0.6322191187595337;-0.634311677711625;-0.6511930539023876;0.1668470937005925
