"","File","Site","Climate","Orientation","Traits","LWP_mean","LWP_min","LWP_max","LWP_mean_sunlit","PCanopy_TLP","TL_mean","TL_min","TL_max","TL_mean_sunlit","PCanopy_T40","Source","Tair","Date_ref1","Date_ref2","PCanopy_Tair","Tmean_Diff","Tmax_Diff"
"948","mtg19900729150000.pckl.csv","oakville","rcp85","north_south","elite","-0.912951414422904","-0.985947277454796","-0.843743801731452",NA,"0","35.4461284871444","34.7740770112761","37.8181865204723","37.8181865204723","0","oak85","35.67","1990-07-29 15:00:00","1990-07-29 15:00:00","0.162037037037037","-0.223871512855638","2.14818652047225"
"949","mtg19900730150000.pckl.csv","oakville","rcp85","north_south","elite","-0.931217541278482","-1.00403770471439","-0.86170701792541",NA,"0","35.7678354218019","35.1105413785825","38.0674662117625","38.0674662117625","0","oak85","36","1990-07-30 15:00:00","1990-07-30 15:00:00","0.160493827160494","-0.232164578198059","2.06746621176254"
"950","mtg19900731150000.pckl.csv","oakville","rcp85","north_south","elite","-0.949114657108049","-1.02148260409025","-0.879646445993211",NA,"0","35.948575683208","35.2665292473749","38.3448187804866","38.3448187804866","0","oak85","36.18","1990-07-31 15:00:00","1990-07-31 15:00:00","0.16358024691358","-0.231424316792022","2.16481878048656"
"951","mtg19900801150000.pckl.csv","oakville","rcp85","north_south","elite","-0.963795730257087","-1.03460086793578","-0.895876519597909",NA,"0","35.6539906255831","34.9911668037566","38.0274826744142","38.0274826744142","0","oak85","35.87","1990-08-01 15:00:00","1990-08-01 15:00:00","0.169753086419753","-0.216009374416863","2.15748267441418"
"952","mtg19900802150000.pckl.csv","oakville","rcp85","north_south","elite","-0.978335207557819","-1.04753278884679","-0.911922145307285",NA,"0","35.4476217755172","34.7922849916136","37.8409480713872","37.8409480713872","0","oak85","35.65","1990-08-02 15:00:00","1990-08-02 15:00:00","0.177469135802469","-0.2023782244828","2.19094807138715"
"953","mtg19900803150000.pckl.csv","oakville","rcp85","north_south","elite","-0.925251737115607","-0.997766600760651","-0.856129764631532",NA,"0","35.4185049793866","34.7676167533632","37.6872565481085","37.6872565481085","0","oak85","35.64","1990-08-03 15:00:00","1990-08-03 15:00:00","0.165123456790123","-0.221495020613389","2.04725654810853"
"954","mtg19900804150000.pckl.csv","oakville","rcp85","north_south","elite","-0.943465824147762","-1.0156365798056","-0.874291534353567",NA,"0","35.731235499678","35.0929077595936","37.9221201242048","37.9221201242048","0","oak85","35.97","1990-08-04 15:00:00","1990-08-04 15:00:00","0.162037037037037","-0.238764500321956","1.9521201242048"
"955","mtg19900706150000.pckl.csv","oakville","rcp85","north_south","high_gmax","-1.13663556135854","-1.42373004543544","-0.883835035901872",NA,"0","34.7981069856679","32.9721907472989","35.8733479620597","35.8733479620597","0","oak85","35.84","1990-07-06 15:00:00","1990-07-06 15:00:00","0.00154320987654321","-1.04189301433209","0.0333479620597146"
"956","mtg19900707150000.pckl.csv","oakville","rcp85","north_south","high_gmax","-1.19413035499329","-1.47365504431028","-0.946453363418343",NA,"0","34.9490869007226","33.1680150723079","35.9919126381381","35.9919126381381","0","oak85","35.95","1990-07-07 15:00:00","1990-07-07 15:00:00","0.00154320987654321","-1.00091309927744","0.0419126381380934"
"957","mtg19900708150000.pckl.csv","oakville","rcp85","north_south","high_gmax","-1.25036947934713","-1.51863305392696","-1.01109703772006",NA,"0","34.9720270721669","33.2891033425479","35.9766216998876","35.9766216998876","0","oak85","35.92","1990-07-08 15:00:00","1990-07-08 15:00:00","0.00154320987654321","-0.947972927833106","0.0566216998876357"
