Label,X,Y,Z,LWP,Rg,gs,An,Tleaf,Node
LI_1,37.46,-2.89,141.34,-1.1093224366391083,64.74594674096396,0.07166004790231832,3.291741997482646,38.48644291639206,_ProxyNode(4780)
LII_1,36.15,-5.24,154.48,-1.2185559416409202,247.06033665763934,0.18267423848537678,12.037003480900033,37.43667060717372,_ProxyNode(4779)
LII_2,39.9,-8.52,155.71,-1.2196454693154393,249.5247316787026,0.18512066505814095,12.256162570390885,37.123819238769464,_ProxyNode(4777)
LII_3,37.27,-13.43,158.76,-1.220652555379817,489.83890546608,0.20383678341801842,13.561330038840993,37.42242504497803,_ProxyNode(4775)
LI_2,35.57,5.29,151.74,-1.2175918947067523,297.3554291215002,0.1934110688802055,12.817834871890483,37.34949190070917,_ProxyNode(4773)
LII_1,43.3,-4.43,167.14,-1.3589333019485443,297.0397046169663,0.14255967320800933,10.948113251308854,38.406513033909505,_ProxyNode(4765)
LII_2,49.25,-3.2,165.81,-1.3616882349227772,406.6735513960392,0.149006158950752,11.514557460544552,38.29404657217355,_ProxyNode(4764)
LII_3,48.83,-11.05,165.14,-1.3643449193927957,304.29274696431133,0.14422991145231642,11.199445330139355,38.048288177399506,_ProxyNode(4762)
LII_4,51.4,-8.93,162.99,-1.3667453802925795,233.5066919742298,0.14263178033508034,11.143007348904717,37.3915702909611,_ProxyNode(4760)
LII_5,52.44,-15.69,161.55,-1.3684562437671075,182.41358544598637,0.12375321175966003,9.519991246577966,36.71371506866876,_ProxyNode(4758)
LI_3,40.55,-4.81,163.13,-1.3565183170553876,171.93060551799732,0.11835540984563242,8.875378886227928,37.38347987187097,_ProxyNode(4750)
LII_1,33.86,12.22,150.9,-1.532038546761447,159.13242307823873,0.08432012299846686,7.6129350347872276,38.6091501529104,_ProxyNode(4749)
LII_2,35.3,13.76,145.61,-1.5419444855421724,244.10386504528483,0.108567154904536,10.323271506262557,38.17729817046864,_ProxyNode(4747)
LII_3,28.66,9.25,138.81,-1.5516273167233436,424.3222547669589,0.1007560073434175,9.572046859326292,38.93681866453339,_ProxyNode(4745)
LII_4,27.22,17.09,136.3,-1.561135204176924,609.7440154739484,0.09290917497381718,8.811645104790841,39.649671272592144,_ProxyNode(4743)
LII_5,22.35,16.47,133.79,-1.5699455339859067,378.9288734582413,0.09740463286790357,9.443537075044276,38.91087271555232,_ProxyNode(4741)
LII_6,25.1,20.14,129.21,-1.5778842071737482,444.88934979690816,0.0976822345449526,9.579405996579538,38.74962275237867,_ProxyNode(4732)
LII_7,17.86,12.41,124.08,-1.5820337539827434,260.22542494832504,0.10008924334576484,9.942531852116673,38.164216224035854,_ProxyNode(4731)
LII_8,25.82,20.29,127.85,-1.5837649769903095,313.48020920332186,0.0943614969938656,9.285091883271718,38.89341251711836,_ProxyNode(4729)
LI_4,35.39,13.94,147.21,-1.523412577071666,633.5664084189318,0.11254352949261737,10.420979266695923,38.70424387683319,_ProxyNode(4727)
LII_1,41.5,15.12,146.7,-1.6055117116928548,738.1211713141381,0.08056474963652041,7.938246692640149,40.0848196712768,_ProxyNode(4725)
